@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,
@-header,compilationTime_!_ 2019:02:01:17:21:05,,,,,
@-header,columnCount_!_ 7,,,,,
@-header,maximumScore_!_ 100,,,,,
@-header,fileType_!_ results,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,
@-header,courseId_!_ 12,,,,,
@-header,courseName_!_ Master of Science(MSc) in Clinical Research,,,,,
@-header,year_!_ 2,,,,,
@-header,semester_!_ 2,,,,,
@-header,batchId_!_ 7,,,,,
@-header,batchName_!_ 2015/2016,,,,,
@-header,flags_!_ 0,,,,,
,,,,,,
,,,,,,1020
Ref,GPA,Reg Number,Flags,Details,res,Dissertation
3316,,TUMA/KCMUCo/MSc.CR/2016/2017/048,65,,,76
3463,,TUMA/KCMUCo/MSc.CR/2016/2017/049,65,,,82
3526,,TUMA/KCMUCo/MSc.CR/2016/2017/050,65,,,69
