@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,
@-header,fileType_!_ results,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,
@-header,courseId_!_ 12,,,,,,,,
@-header,courseName_!_ Master of Science(MSc) in Clinical Research,,,,,,,,
@-header,year_!_ 2,,,,,,,,
@-header,semester_!_ 1,,,,,,,,
@-header,batchId_!_ 7,,,,,,,,
@-header,batchName_!_ 2015/2016,,,,,,,,
@-header,flags_!_ 16,,,,,,,,
@-header,compilationTime_!_ 2019:02:01:17:20:50,,,,,,,,
@-header,columnCount_!_ 10,,,,,,,,
,,,,,,,,,
,,,,,,1015,1016,1017,1018
Ref,GPA,Reg Number,Flags,Details,res,MOLECULAR BIOLOGY TECHNIQUES,BASIC MICROBIOLOGY,MOLECULAR BIOLOGY,TECHNIQUES IN MEDICAL MICROBIOLOGY
3316,1:3.3,TUMA/KCMUCo/MSc.CR/2016/2017/048,9,,1:30:99,68,71,62,84
3463,1:4.1,TUMA/KCMUCo/MSc.CR/2016/2017/049,9,,1:30:123,76,73,79,90
3526,1:3.6,TUMA/KCMUCo/MSc.CR/2016/2017/050,9,,1:30:108,76,65,67,80
