@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,
@-header,courseId_!_ 3,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Prosthetics and Orthotics,,,,,,,,,,
@-header,year_!_ 2,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,
@-header,batchId_!_ 5,,,,,,,,,,
@-header,batchName_!_ 2013/2014,,,,,,,,,,
@-header,flags_!_ 48,,,,,,,,,,
@-header,compilationTime_!_ 2017:12:14:11:46:34,,,,,,,,,,
@-header,columnCount_!_ 12,,,,,,,,,,
,,,,,,,,,,,
,,,,,,406,407,408,409,410,412
Ref,GPA,Reg Number,Flags,Details,res,	Anatomy and physiology – III,	OrthotiS Science theory–III,	Biomechanics – II,Pathology – I,	Mathematics,	Orthotc Science practical – I
357,1:3.4,TUMA/KCMUCo/BSc.P&O/2015/2016/0256,9,,1:57.6:196.8,74,72,78,84,70,68
94,1:4.3,TUMA/KCMUCo/BSc.P&O/2015/2016/0258,9,,1:57.6:248.4,81,82,93,80,92,73
950,1:3.7,TUMA/KCMUCo/BSc.P&O/2015/2016/0261,9,,1:57.6:218.4,70,66,75,67,66,75
158,1:4.2,TUMA/KCMUCo/BSc.P&O/2015/2016/0262,9,,1:57.6:242.4,75,78,86,84,87,76
222,1:3.3,TUMA/KCMUCo/BSc.P&O/2015/2016/0265,9,,1:57.6:190.8,80,69,79,82,51,68
262,1:3.3,TUMA/KCMUCo/BSc.P&O/2015/2016/0267,9,,1:57.6:190.8,89,68,82,75,63,64
253,1:4.2,TUMA/KCMUCo/BSc.P&O/2015/2016/0268,9,,1:57.6:242.4,85,79,88,81,72,75
273,1:3.4,TUMA/KCMUCo/BSc.P&O/2015/2016/0270,9,,1:57.6:199.8,79,72,81,80,73,69
76,1:3.1,TUMA/KCMUCo/BSc.P&O/2015/2016/0271,9,,1:57.6:178.8,72,73,72,66,54,66
925,1:4.4,TUMA/KCMUCo/BSc.P&O/2015/2016/0272,9,,1:57.6:258,67,71,74,69,62,80
107,1:3.4,TUMA/KCMUCo/BSc.P&O/2015/2016/0273,9,,1:57.6:196.8,76,72,85,85,68,68
655,1:4.1,TUMA/KCMUCo/BSc.P&O/2015/2016/0276,9,,1:57.6:239.4,75,77,87,86,71,71
337,1:4.2,TUMA/KCMUCo/BSc.P&O/2015/2016/0280,9,,1:57.6:245.4,85,71,87,81,84,71
224,1:3.4,TUMA/KCMUCo/BSc.P&O/2015/2016/0282,9,,1:57.6:199.8,83,72,89,82,67,69
921,1:3.5,TUMA/KCMUCo/BSc.P&O/2016/2017/0292,9,,1:57.6:206.4,55,63,69,58,77,74
