@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,
@-header,compilationTime_!_ 2019:02:06:12:57:36,,,,,,,,
@-header,columnCount_!_ 10,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,
@-header,fileType_!_ results,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,
@-header,courseId_!_ 38,,,,,,,,
@-header,courseName_!_ Master of Science in Midwifery,,,,,,,,
@-header,year_!_ 1,,,,,,,,
@-header,semester_!_ 2,,,,,,,,
@-header,batchId_!_ 7,,,,,,,,
@-header,batchName_!_ 2015/2016,,,,,,,,
@-header,flags_!_ 0,,,,,,,,
,,,,,,,,,
,,,,,,8,9,1306,1309
Ref,GPA,Reg Number,Flags,Details,res,HEALTH  POLICY AND PLANNING,ADVANCED NEONATAL SCIENCE,LEADERSHIP AND MANAGEMENT,EDUCATIONAL APROACHES
4372,,TUMA/KCMUCo/MScMidw/2016/2017/0014,69,,,62,87,84,87
4257,,TUMA/KCMUCo/MScMidw/2017/2018/0015,69,,,75,83,84,86
4254,,TUMA/KCMUCo/MScMidw/2017/2018/0016,69,,,77,84,84,89
4297,,TUMA/KCMUCo/MScMidw/2017/2018/0017,69,,,71,84,87,90
