@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,
@-header,courseId_!_ 39,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Nursing (In-Service),,,,,,,,,,
@-header,year_!_ 3,,,,,,,,,,
@-header,semester_!_ 2,,,,,,,,,,
@-header,batchId_!_ 6,,,,,,,,,,
@-header,batchName_!_ 2014/2015,,,,,,,,,,
@-header,flags_!_ 16,,,,,,,,,,
@-header,compilationTime_!_ 2018:09:07:12:32:08,,,,,,,,,,
@-header,columnCount_!_ 12,,,,,,,,,,
,,,,,,,,,,,
,,,,,,105,106,107,108,569,726
Ref,GPA,Reg Number,Flags,Details,res,Nursing Education,Research Methodology ,Community Nursing ,Leadership & Management,Advanced Nursing Sciences,Research Report
867,2:4.6,TUMA/KCMUCo/BSC.N/2015/2016/0666,9,,2:35.2:162.3,86,80,76,72,89,79
808,2:4.2,TUMA/KCMUCo/BSC.N/2015/2016/0667,9,,2:35.2:149.9,74,74,80,79,85,68
760,2:3.3,TUMA/KCMUCo/BSC.N/2015/2016/0694,9,,2:35.2:119.6,71,60,55,71,68,75
829,2:4.2,TUMA/KCMUCo/BSC.N/2015/2016/0711,9,,2:35.2:148.3,75,70,75,75,81,78
795,2:3.5,TUMA/KCMUCo/BSC.N/2015/2016/0712,9,,2:35.2:123.6,66,80,66,65,70,72
887,2:4.6,TUMA/KCMUCo/BSC.N/2015/2016/0713,9,,2:35.2:162.3,80,72,76,79,83,80
813,2:4.2,TUMA/KCMUCo/BSC.N/2015/2016/0714,9,,2:35.2:148.3,77,78,76,77,83,74
843,2:4.7,TUMA/KCMUCo/BSC.N/2015/2016/0715,9,,2:35.2:165.8,80,81,71,73,80,82
846,2:4.2,TUMA/KCMUCo/BSC.N/2015/2016/0716,9,,2:35.2:149.7,87,72,64,78,76,81
866,2:4.3,TUMA/KCMUCo/BSC.N/2015/2016/0717,9,,2:35.2:151.8,75,81,71,73,83,79
942,2:4,TUMA/KCMUCo/BSC.N/2015/2016/0718,9,,2:35.2:141.1,83,70,69,65,75,77
835,2:3.8,TUMA/KCMUCo/BSC.N/2015/2016/0720,9,,2:35.2:134.6,76,62,64,62,81,78
823,2:3.5,TUMA/KCMUCo/BSC.N/2015/2016/0722,9,,2:35.2:125.2,66,74,73,66,79,78
898,2:4.3,TUMA/KCMUCo/BSC.N/2015/2016/0725,9,,2:35.2:151.8,79,80,77,79,86,76
895,2:0,TUMA/KCMUCo/BSC.N/2015/2016/0726,11,,2:35.2:0,0,0,0,0,0,
805,2:3.7,TUMA/KCMUCo/BSC.N/2015/2016/0729,11,,2:35.2:132.5,85,62,68,57,73,73
837,2:2.8,TUMA/KCMUCo/BSC.N/2015/2016/0732,11,,2:35.2:101.6,75,45,63,62,59,61
903,2:2.7,TUMA/KCMUCo/BSC.N/2015/2016/0733,9,,2:35.2:98.1,65,54,54,76,59,72
947,2:3.5,TUMA/KCMUCo/BSC.N/2015/2016/0739,9,,2:35.2:123.6,72,65,54,72,72,66
789,2:3.4,TUMA/KCMUCo/BSC.N/2015/2016/0752,9,,2:35.2:121.2,70,62,64,73,63,69
349,2:4.1,TUMA/KCMUCo/BSC.N/2015/2016/0754,9,,2:35.2:146.2,82,71,67,74,72,73
917,2:4.7,TUMA/KCMUCo/BSC.N/2015/2016/0787,9,,2:35.2:167.4,88,80,71,84,85,78
832,2:2.3,TUMA/KCMUCo/BSC.N/2015/2016/0803,11,,2:35.2:83.9,60,58,50,55,46,80
812,2:3.7,TUMA/KCMUCo/BSC.N/2015/2016/0810,9,,2:35.2:130.6,73,72,66,69,79,70
857,2:3.2,TUMA/KCMUCo/BSC.N/2015/2016/0812,9,,2:35.2:114.2,66,69,60,74,64,77
913,2:3.9,TUMA/KCMUCo/BSC.N/2015/2016/0818,9,,2:35.2:137.8,65,80,72,73,83,68
828,2:4.1,TUMA/KCMUCo/BSC.N/2015/2016/0823,9,,2:35.2:147.3,80,76,79,74,69,82
