@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,
@-header,compilationTime_!_ 2017:12:14:11:46:25,,,,,,,,,,
@-header,columnCount_!_ 12,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,
@-header,courseId_!_ 3,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Prosthetics and Orthotics,,,,,,,,,,
@-header,year_!_ 2,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,
@-header,batchId_!_ 5,,,,,,,,,,
@-header,batchName_!_ 2013/2014,,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,,
,,,,,,,,,,,
,,,,,,406,407,408,409,410,412
Ref,GPA,Reg Number,Flags,Details,res,	Anatomy and physiology – III,	OrthotiS Science theory–III,	Biomechanics – II,Pathology – I,	Mathematics,	Orthotc Science practical – I
357,,TUMA/KCMUCo/BSc.P&O/2015/2016/0256,65,,,74,72,78,84,70,68
94,,TUMA/KCMUCo/BSc.P&O/2015/2016/0258,65,,,81,82,93,80,92,73
950,,TUMA/KCMUCo/BSc.P&O/2015/2016/0261,69,,,70,66,75,67,66,75
158,,TUMA/KCMUCo/BSc.P&O/2015/2016/0262,65,,,75,78,86,84,87,76
222,,TUMA/KCMUCo/BSc.P&O/2015/2016/0265,67,,,80,69,79,82,46,68
262,,TUMA/KCMUCo/BSc.P&O/2015/2016/0267,65,,,89,68,82,75,63,64
253,,TUMA/KCMUCo/BSc.P&O/2015/2016/0268,65,,,85,79,88,81,72,75
273,,TUMA/KCMUCo/BSc.P&O/2015/2016/0270,65,,,79,72,81,80,73,69
76,,TUMA/KCMUCo/BSc.P&O/2015/2016/0271,65,,,72,73,72,66,54,66
925,,TUMA/KCMUCo/BSc.P&O/2015/2016/0272,69,,,67,71,74,69,62,80
107,,TUMA/KCMUCo/BSc.P&O/2015/2016/0273,65,,,76,72,85,85,68,68
655,,TUMA/KCMUCo/BSc.P&O/2015/2016/0276,69,,,75,77,87,86,71,71
337,,TUMA/KCMUCo/BSc.P&O/2015/2016/0280,65,,,85,71,87,81,84,71
224,,TUMA/KCMUCo/BSc.P&O/2015/2016/0282,65,,,83,72,89,82,67,69
921,,TUMA/KCMUCo/BSc.P&O/2016/2017/0292,69,,,55,63,69,58,77,74
