@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,
@-header,compilationTime_!_ 2018:04:03:11:49:14,,,,,,,,,,
@-header,columnCount_!_ 12,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,
@-header,courseId_!_ 7,,,,,,,,,,
@-header,courseName_!_ Diploma in Health Laboratory Sciences,,,,,,,,,,
@-header,year_!_ 1,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,
@-header,batchId_!_ 6,,,,,,,,,,
@-header,batchName_!_ 2014/2015,,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,,
,,,,,,,,,,,
,,,,,,293,298,297,296,295,292
Ref,GPA,Reg Number,Flags,Details,res,Basic Chemistry and Biochemistry,Medical Biostatistics,Instrumentation,Computer skills and information technology,Communication Skills,Anatomy
637,,TUMA/KCMUCo/DHLSc/2015/2016/0416,65,,,70,88,80,73,64,78
620,,TUMA/KCMUCo/DHLSc/2015/2016/0417,65,,,64,75,66,68,76,74
869,,TUMA/KCMUCo/DHLSc/2015/2016/0419,65,,,76,68,80,74,73,82
724,,TUMA/KCMUCo/DHLSc/2015/2016/0420,65,,,62,51,56,52,57,69
920,,TUMA/KCMUCo/DHLSc/2015/2016/0421,65,,,63,50,58,56,61,64
686,,TUMA/KCMUCo/DHLSc/2015/2016/0426,65,,,68,84,72,61,68,82
874,,TUMA/KCMUCo/DHLSc/2015/2016/0438,65,,,75,85,83,70,77,79
434,,TUMA/KCMUCo/DHLSc/2015/2016/0439,65,,,67,79,78,77,81,83
729,,TUMA/KCMUCo/DHLSc/2015/2016/0440,65,,,66,54,67,67,75,72
739,,TUMA/KCMUCo/DHLSc/2015/2016/0453,65,,,66,67,66,52,52,74
897,,TUMA/KCMUCo/DHLSc/2015/2016/0468,65,,,66,50,67,60,55,62
685,,TUMA/KCMUCo/DHLSc/2015/2016/0469,65,,,63,57,52,63,67,65
723,,TUMA/KCMUCo/DHLSc/2015/2016/0470,65,,,56,66,55,51,70,64
826,,TUMA/KCMUCo/DHLSc/2015/2016/0471,65,,,65,57,53,54,57,60
926,,TUMA/KCMUCo/DHLSc/2015/2016/0472,65,,,57,54,66,51,52,53
