@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,
@-header,compilationTime_!_ 2017:07:20:11:59:10,,,,,,,,,,
@-header,columnCount_!_ 12,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,
@-header,courseId_!_ 3,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Prosthetics and Orthotics,,,,,,,,,,
@-header,year_!_ 2,,,,,,,,,,
@-header,semester_!_ 2,,,,,,,,,,
@-header,batchId_!_ 6,,,,,,,,,,
@-header,batchName_!_ 2014/2015,,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,,
,,,,,,,,,,,
,,,,,,413,414,415,416,417,418
Ref,GPA,Reg Number,Flags,Details,res,	Anatomy and physiology – IV,	Orthotic Science Theory – III,Statistics,	Computer Science,	Biomechanics III,	Orthotics Science Practical – III
636,,TUMA/KCMUCo/BSc.P&O/2015/2016/0246,65,,,62,72,62,96,74,87
907,,TUMA/KCMUCo/BSc.P&O/2015/2016/0257,65,,,68,78,70,88,81,65
950,,TUMA/KCMUCo/BSc.P&O/2015/2016/0261,65,,,69,76,65,59,54,78
422,,TUMA/KCMUCo/BSc.P&O/2015/2016/0264,67,,,,,,,,
949,,TUMA/KCMUCo/BSc.P&O/2015/2016/0269,65,,,56,59,60,53,63,64
925,,TUMA/KCMUCo/BSc.P&O/2015/2016/0272,65,,,65,69,75,65,68,71
655,,TUMA/KCMUCo/BSc.P&O/2015/2016/0276,65,,,72,81,78,64,82,68
459,,TUMA/KCMUCo/BSc.P&O/2015/2016/0279,65,,,66,68,75,88,65,74
666,,TUMA/KCMUCo/BSc.P&O/2015/2016/0286,65,,,85,84,84,87,86,73
584,,TUMA/KCMUCo/BSc.P&O/2015/2016/0287,65,,,82,60,72,83,63,61
833,,TUMA/KCMUCo/BSc.P&O/2015/2016/0288,65,,,75,85,73,79,81,75
514,,TUMA/KCMUCo/BSc.P&O/2016/2017/0290,65,,,77,66,75,90,78,66
585,,TUMA/KCMUCo/BSc.P&O/2016/2017/0291,65,,,67,72,65,77,71,72
921,,TUMA/KCMUCo/BSc.P&O/2016/2017/0292,67,,,,,,,,
606,,TUMA/KCMUCo/BSc.P&O/2016/2017/0300,67,,,,,,,,
800,,TUMA/KCMUCo/BSc.P&O/2016/2017/0316,67,,,,,,,,
692,,TUMA/KCMUCo/BSc.P&O/2016/2017/0318,67,,,,,,,,
