@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,,,,
@-header,courseId_!_ 9,,,,,,,,,,,,,,
@-header,courseName_!_ Doctor of Medicine,,,,,,,,,,,,,,
@-header,year_!_ 2,,,,,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,,,,,
@-header,batchId_!_ 4,,,,,,,,,,,,,,
@-header,batchName_!_ 2012/2013,,,,,,,,,,,,,,
@-header,flags_!_ 16,,,,,,,,,,,,,,
@-header,compilationTime_!_ 2018:04:23:17:48:56,,,,,,,,,,,,,,
@-header,columnCount_!_ 16,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,625,626,627,628,629,630,631,632,633,634
Ref,GPA,Reg Number,Flags,Details,res,Microbiology and Immunology  ,Basic Pharmacology,Epidemiology and Biostatistics,Basic Pathology,Community Health,Parasitology and Entomology,Nursing Skills,Development Studies,Foundation of Faith,Sociology
1012,1:4.2,TUMA/KCMUCo/MD/2015/2016/2488,9,,1:60:256,72,77,72,83,75,83,72,74,75,71
1436,1:3.8,TUMA/KCMUCo/MD/2015/2016/2489,9,,1:60:231.7,68,60,67,80,76,83,72,76,69,64
1629,1:3.3,TUMA/KCMUCo/MD/2015/2016/2490,9,,1:60:201.1,65,61,76,61,62,73,74,75,79,72
1879,1:3.5,TUMA/KCMUCo/MD/2015/2016/2491,9,,1:60:214.7,65,63,63,73,72,75,68,79,68,62
1296,1:3,TUMA/KCMUCo/MD/2015/2016/2492,9,,1:60:181.8,64,58,57,58,72,79,67,65,60,67
1744,1:3.5,TUMA/KCMUCo/MD/2015/2016/2493,9,,1:60:212.3,71,64,73,76,69,74,72,76,70,58
1718,1:2.7,TUMA/KCMUCo/MD/2015/2016/2494,9,,1:60:163.1,64,50,58,55,64,71,69,67,54,65
1041,1:2.8,TUMA/KCMUCo/MD/2015/2016/2495,9,,1:60:171.2,59,57,55,58,71,75,66,62,68,57
1840,1:2.6,TUMA/KCMUCo/MD/2015/2016/2496,9,,1:60:158,62,58,58,62,55,71,71,62,69,53
1768,1:3.3,TUMA/KCMUCo/MD/2015/2016/2497,9,,1:60:199.1,66,52,66,67,74,77,68,74,59,72
1834,1:3.1,TUMA/KCMUCo/MD/2015/2016/2498,9,,1:60:191.1,66,59,68,68,73,75,73,59,67,57
1804,1:3.4,TUMA/KCMUCo/MD/2015/2016/2499,9,,1:60:204.7,69,57,70,76,67,74,70,75,71,76
1867,1:2.2,TUMA/KCMUCo/MD/2015/2016/2500,9,,1:60:133.4,55,50,55,50,59,63,67,61,62,50
1426,1:4,TUMA/KCMUCo/MD/2015/2016/2501,9,,1:60:240.4,78,68,71,74,74,80,72,76,81,65
1388,1:3.9,TUMA/KCMUCo/MD/2015/2016/2502,9,,1:60:234.4,71,65,70,74,78,81,72,76,68,65
1197,1:3.5,TUMA/KCMUCo/MD/2015/2016/2503,9,,1:60:210.8,68,65,73,69,73,78,72,74,68,67
1129,1:3.7,TUMA/KCMUCo/MD/2015/2016/2505,9,,1:60:222.5,71,74,81,66,73,82,67,57,57,50
1794,1:3.4,TUMA/KCMUCo/MD/2015/2016/2506,9,,1:60:206.1,66,64,67,68,71,78,77,69,78,65
972,1:3.3,TUMA/KCMUCo/MD/2015/2016/2507,9,,1:60:203.1,66,57,68,62,72,70,75,73,62,73
973,1:2.8,TUMA/KCMUCo/MD/2015/2016/2508,9,,1:60:172.7,61,59,53,64,68,70,69,61,65,51
1707,1:3,TUMA/KCMUCo/MD/2015/2016/2509,9,,1:60:180.4,67,56,68,68,69,76,69,68,72,53
1270,1:3.7,TUMA/KCMUCo/MD/2015/2016/2510,9,,1:60:226.3,73,68,65,72,72,76,71,77,70,62
1189,1:3.8,TUMA/KCMUCo/MD/2015/2016/2511,9,,1:60:229.7,75,67,69,75,78,83,71,82,68,57
1347,1:3.6,TUMA/KCMUCo/MD/2015/2016/2512,9,,1:60:220.4,68,64,73,76,72,78,72,66,77,63
975,1:2.9,TUMA/KCMUCo/MD/2015/2016/2513,9,,1:60:176.4,64,63,50,53,71,69,72,55,61,50
985,1:2.7,TUMA/KCMUCo/MD/2015/2016/2514,9,,1:60:167.2,59,60,64,57,64,72,71,67,61,50
1256,1:3.4,TUMA/KCMUCo/MD/2015/2016/2515,9,,1:60:209.6,76,69,64,77,69,79,65,60,75,71
1040,1:3.2,TUMA/KCMUCo/MD/2015/2016/2516,9,,1:60:193.4,72,65,57,58,71,77,73,66,63,51
1072,1:3.4,TUMA/KCMUCo/MD/2015/2016/2518,9,,1:60:206.4,67,64,59,69,71,72,68,70,71,72
1317,1:3.6,TUMA/KCMUCo/MD/2015/2016/2519,9,,1:60:218.7,67,68,67,79,71,77,79,74,72,60
1268,1:3,TUMA/KCMUCo/MD/2015/2016/2520,9,,1:60:184.4,60,51,61,65,66,73,75,66,78,60
1377,1:2.3,TUMA/KCMUCo/MD/2015/2016/2559,9,,1:60:142,60,50,53,50,58,66,71,53,62,67
1896,1:3.3,TUMA/KCMUCo/MD/2015/2016/2566,9,,1:60:202.1,61,61,61,69,71,73,69,60,65,60
1046,1:3.3,TUMA/KCMUCo/MD/2015/2016/2609,9,,1:60:198.3,65,63,59,72,64,75,73,73,66,75
1847,1:3.4,TUMA/KCMUCo/MD/2015/2016/2614,9,,1:60:204.4,66,59,59,77,72,80,67,67,67,50
1063,1:4.1,TUMA/KCMUCo/MD/2015/2016/2621,9,,1:60:251.4,72,64,69,75,81,86,71,78,75,70
1926,1:2.9,TUMA/KCMUCo/MD/2015/2016/2625,9,,1:60:178.7,62,52,53,61,69,70,66,72,63,63
1253,1:2.8,TUMA/KCMUCo/MD/2015/2016/2732,9,,1:60:171.4,61,51,63,60,63,76,67,57,51,58
1328,1:3.4,TUMA/KCMUCo/MD/2015/2016/2840,9,,1:60:206,67,60,64,77,68,72,70,75,83,60
1829,1:3,TUMA/KCMUCo/MD/2015/2016/2884,9,,1:60:185.5,63,60,71,59,64,72,70,61,70,65
966,1:2.9,TUMA/KCMUCo/MD/2015/2016/2905,9,,1:60:174.8,64,58,63,58,68,77,73,72,66,64
1238,1:3,TUMA/KCMUCo/MD/2015/2016/2909,9,,1:60:182.8,60,59,58,53,70,70,72,61,63,63
1763,1:3.4,TUMA/KCMUCo/MD/2015/2016/2910,9,,1:60:206.1,67,60,68,62,72,75,75,69,78,62
1358,1:3.5,TUMA/KCMUCo/MD/2015/2016/2929,9,,1:60:212.7,64,62,65,71,71,74,74,66,74,58
1560,1:4,TUMA/KCMUCo/MD/2015/2016/2930,9,,1:60:242.4,74,72,77,71,77,82,69,75,74,69
1337,1:4.2,TUMA/KCMUCo/MD/2015/2016/2931,9,,1:60:254.4,71,73,65,79,80,88,77,67,76,71
1578,1:2.9,TUMA/KCMUCo/MD/2015/2016/2942,9,,1:60:175.5,55,50,62,58,70,61,69,71,68,66
1549,1:4.2,TUMA/KCMUCo/MD/2015/2016/2944,9,,1:60:257.4,77,81,67,74,81,86,72,68,71,67
1019,1:3.9,TUMA/KCMUCo/MD/2015/2016/2962,9,,1:60:238.7,72,80,67,71,74,82,70,78,66,57
1170,1:3.7,TUMA/KCMUCo/MD/2016/2017/2976,9,,1:60:226.3,73,78,68,73,77,79,72,67,70,59
1254,1:3.4,TUMA/KCMUCo/MD/2016/2017/3014,9,,1:60:208.1,67,63,67,69,70,70,69,70,79,64
1767,1:3.4,TUMA/KCMUCo/MD/2016/2017/3015,9,,1:60:209.1,67,64,60,60,71,78,75,75,77,64
1001,1:3.3,TUMA/KCMUCo/MD/2016/2017/3018,9,,1:60:198.6,63,53,71,54,71,81,75,65,69,61
1016,1:4.2,TUMA/KCMUCo/MD/2016/2017/3019,9,,1:60:254.3,74,77,81,87,72,74,71,79,80,69
974,1:3.6,TUMA/KCMUCo/MD/2016/2017/3021,9,,1:60:220.1,73,68,65,68,79,84,75,74,66,65
967,1:3.8,TUMA/KCMUCo/MD/2016/2017/3024,9,,1:60:229.4,69,61,70,74,74,79,74,77,80,70
1239,1:3.6,TUMA/KCMUCo/MD/2016/2017/3036,9,,1:60:219.8,69,70,74,68,70,74,72,77,77,65
1248,1:2.9,TUMA/KCMUCo/MD/2016/2017/3067,9,,1:60:175.7,64,58,56,60,69,72,68,61,79,50
1571,1:3,TUMA/KCMUCo/MD/2016/2017/3068,9,,1:60:180.8,61,54,67,59,68,71,70,75,71,72
1272,1:2.3,TUMA/KCMUCo/MD/2016/2017/3076,9,,1:60:141,55,57,57,62,54,63,71,55,53,64
1315,1:3.5,TUMA/KCMUCo/MD/2016/2017/3081,9,,1:60:215.7,70,62,61,68,76,78,68,68,72,70
1881,1:3.9,TUMA/KCMUCo/MD/2016/2017/3082,9,,1:60:234,72,64,70,71,74,78,70,73,82,65
2208,1:3.6,TUMA/KCMUCo/MD/2016/2017/3083,9,,1:60:219.3,70,69,62,77,70,75,69,75,65,54
1310,1:3.3,TUMA/KCMUCo/MD/2016/2017/3084,9,,1:60:203.1,70,61,64,57,75,79,67,71,71,57
1766,1:3.5,TUMA/KCMUCo/MD/2016/2017/3090,9,,1:60:213.8,67,62,74,64,71,74,72,77,78,63
2239,1:2.5,TUMA/KCMUCo/MD/2016/2017/3095,9,,1:60:152.1,58,50,53,52,60,67,69,75,62,53
1726,1:3.9,TUMA/KCMUCo/MD/2016/2017/3096,9,,1:60:234.7,74,70,66,75,74,82,62,68,72,62
1764,1:2.8,TUMA/KCMUCo/MD/2016/2017/3097,9,,1:60:172.1,58,51,58,62,62,70,73,64,75,64
1226,1:2.9,TUMA/KCMUCo/MD/2016/2017/3102,9,,1:60:176.7,60,59,50,62,67,70,72,62,76,56
1271,1:3.7,TUMA/KCMUCo/MD/2016/2017/3103,9,,1:60:225.3,75,65,65,73,77,77,69,79,71,66
1713,1:3.1,TUMA/KCMUCo/MD/2016/2017/3106,9,,1:60:187.1,65,59,60,65,71,77,64,56,59,51
1777,1:2.5,TUMA/KCMUCo/MD/2016/2017/3109,9,,1:60:151.8,56,51,62,53,64,66,72,58,63,56
1771,1:3,TUMA/KCMUCo/MD/2016/2017/3110,9,,1:60:181.7,65,57,54,62,68,77,68,70,71,66
1398,1:3.4,TUMA/KCMUCo/MD/2016/2017/3112,9,,1:60:207.7,70,68,62,66,72,75,70,63,64,52
1904,1:3,TUMA/KCMUCo/MD/2016/2017/3132,9,,1:60:184.4,64,51,64,61,64,70,70,73,69,60
1332,1:2.9,TUMA/KCMUCo/MD/2016/2017/3133,9,,1:60:179.7,65,63,58,66,67,74,72,67,68,57
1547,1:3.2,TUMA/KCMUCo/MD/2016/2017/3161,9,,1:60:195.6,64,66,66,70,64,69,66,70,70,61
2664,1:2.7,TUMA/KCMUCo/MD/2016/2017/3164,9,,1:60:163.4,59,53,60,62,64,66,66,68,55,63
1255,1:2.3,TUMA/KCMUCo/MD/2016/2017/3165,9,,1:60:143.4,55,50,54,50,58,65,70,70,72,60
1749,1:3.2,TUMA/KCMUCo/MD/2016/2017/3166,9,,1:60:195.4,65,59,57,69,73,75,73,65,71,63
1748,1:3.6,TUMA/KCMUCo/MD/2016/2017/3167,9,,1:60:221.7,66,63,67,72,72,74,75,77,74,72
1182,1:3,TUMA/KCMUCo/MD/2016/2017/3168,9,,1:60:181.4,62,57,61,61,65,71,70,65,62,69
1444,1:2.5,TUMA/KCMUCo/MD/2016/2017/3169,9,,1:60:152.1,59,52,54,57,64,69,65,72,62,58
1524,1:2.5,TUMA/KCMUCo/MD/2016/2017/3170,9,,1:60:150.1,59,50,52,51,63,67,71,64,57,61
1532,1:2.9,TUMA/KCMUCo/MD/2016/2017/3171,9,,1:60:178,62,55,68,61,68,69,72,63,82,59
1269,1:3.4,TUMA/KCMUCo/MD/2016/2017/3172,9,,1:60:208,65,66,58,73,72,79,74,69,62,64
1753,1:3.1,TUMA/KCMUCo/MD/2016/2017/3174,9,,1:60:186.4,67,57,66,64,67,77,64,72,73,65
1595,1:2.9,TUMA/KCMUCo/MD/2016/2017/3175,9,,1:60:177.4,61,54,64,62,64,73,69,64,56,65
1471,1:3.1,TUMA/KCMUCo/MD/2016/2017/3176,9,,1:60:189.4,67,62,64,66,62,72,69,74,69,63
1323,1:3.8,TUMA/KCMUCo/MD/2016/2017/3177,9,,1:60:233.8,70,69,72,69,79,85,71,80,72,71
1755,1:2.9,TUMA/KCMUCo/MD/2016/2017/3178,9,,1:60:178.8,58,55,56,62,70,78,70,67,58,59
1620,1:3.1,TUMA/KCMUCo/MD/2016/2017/3179,9,,1:60:187.7,65,60,70,67,65,69,69,71,74,59
1333,1:3,TUMA/KCMUCo/MD/2016/2017/3180,9,,1:60:184.4,64,54,61,67,69,78,74,73,65,66
1591,1:3.1,TUMA/KCMUCo/MD/2016/2017/3181,9,,1:60:187.4,65,55,68,67,65,72,73,73,78,62
980,1:2.9,TUMA/KCMUCo/MD/2016/2017/3182,9,,1:60:179.7,61,56,55,61,64,75,73,70,67,64
1252,1:3.5,TUMA/KCMUCo/MD/2016/2017/3183,9,,1:60:213.7,70,64,68,69,74,79,74,71,65,65
997,1:2.4,TUMA/KCMUCo/MD/2016/2017/3184,9,,1:60:146.1,56,50,54,50,60,67,67,53,69,53
1600,1:3.5,TUMA/KCMUCo/MD/2016/2017/3185,9,,1:60:215.5,69,63,69,66,72,80,73,72,76,61
1385,1:4.6,TUMA/KCMUCo/MD/2016/2017/3186,9,,1:60:277.3,80,86,83,84,73,80,73,83,75,72
1927,1:4.6,TUMA/KCMUCo/MD/2016/2017/3187,9,,1:60:277.7,77,79,74,80,81,89,72,73,83,80
1740,1:3.4,TUMA/KCMUCo/MD/2016/2017/3188,9,,1:60:209.1,66,60,69,67,72,74,74,72,70,65
1793,1:3.3,TUMA/KCMUCo/MD/2016/2017/3189,9,,1:60:203.1,63,59,61,64,71,74,73,72,71,60
1865,1:3,TUMA/KCMUCo/MD/2016/2017/3190,9,,1:60:181.7,58,61,50,70,69,73,73,67,64,52
1792,1:3,TUMA/KCMUCo/MD/2016/2017/3191,9,,1:60:183,61,55,63,64,64,64,61,73,70,71
1613,1:2.7,TUMA/KCMUCo/MD/2016/2017/3192,9,,1:60:164.1,64,59,51,56,62,71,70,60,55,61
1442,1:3.4,TUMA/KCMUCo/MD/2016/2017/3193,9,,1:60:206.5,64,67,60,67,71,80,71,66,65,58
