@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,,,,
@-header,compilationTime_!_ 2017:08:17:09:50:26,,,,,,,,,,,,,,
@-header,columnCount_!_ 16,,,,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,,,,
@-header,courseId_!_ 4,,,,,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Physiotherapy (Direct),,,,,,,,,,,,,,
@-header,year_!_ 3,,,,,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,,,,,
@-header,batchId_!_ 6,,,,,,,,,,,,,,
@-header,batchName_!_ 2014/2015,,,,,,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,531,533,534,535,536,537,538,539,540,651
Ref,GPA,Reg Number,Flags,Details,res,radiology,	Psychiatry,Musculoskeletal Conditions Level 2,	Adult Neurological conditions Level 2,Cardio respiratory conditions Level 2 ,	Pediatric conditions,	Pain management,	Research Methodology,	Information Technology,Clinical Practice
519,,TUMA/KCMUCo/BScPhysio/2015/2016/0273,9,,,52,80,51,59,63,58,62,63,66,62
599,,TUMA/KCMUCo/BScPhysio/2015/2016/0274,9,,,73,89,62,68,79,68,60,78,87,68
738,,TUMA/KCMUCo/BScPhysio/2015/2016/0275,65,,,51,87,68,61,74,53,54,72,80,58
704,,TUMA/KCMUCo/BScPhysio/2015/2016/0276,11,,,65,87,56,68,62,59,55,39,57,59
614,,TUMA/KCMUCo/BScPhysio/2015/2016/0277,65,,,65,89,60,69,76,60,64,73,63,68
848,,TUMA/KCMUCo/BScPhysio/2015/2016/0278,9,,,74,90,64,69,68,64,69,71,60,64
521,,TUMA/KCMUCo/BScPhysio/2015/2016/0279,9,,,69,89,67,62,72,64,57,73,67,61
763,,TUMA/KCMUCo/BScPhysio/2015/2016/0280,9,,,57,84,54,69,71,60,70,54,64,63
664,,TUMA/KCMUCo/BScPhysio/2015/2016/0281,11,,,69,89,48,65,70,74,68,67,75,67
633,,TUMA/KCMUCo/BScPhysio/2015/2016/0284,9,,,61,85,55,65,66,65,54,58,72,62
830,,TUMA/KCMUCo/BScPhysio/2015/2016/0292,11,,,56,73,47,56,59,63,58,77,60,62
783,,TUMA/KCMUCo/BScPhysio/2015/2016/0294,9,,,59,83,52,60,64,66,66,62,68,61
820,,TUMA/KCMUCo/BScPhysio/2015/2016/0301,67,,,,,,,,,,,,
746,,TUMA/KCMUCo/BScPhysio/2015/2016/0302,11,,,57,76,47,58,63,63,57,67,65,60
725,,TUMA/KCMUCo/BScPhysio/2015/2016/0304,65,,,58,76,50,55,66,59,52,50,57,56
831,,TUMA/KCMUCo/BScPhysio/2015/2016/0305,67,,,58,65,48,69,65,62,64,58,57,63
667,,TUMA/KCMUCo/BScPhysio/2015/2016/0307,9,,,58,85,58,64,65,65,62,62,64,63
600,,TUMA/KCMUCo/BScPhysio/2015/2016/0310,11,,,57,72,44,51,68,63,68,60,72,61
