@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,
@-header,courseId_!_ 6,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Nursing (Pre-Service),,,,,,,,,,
@-header,year_!_ 3,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,
@-header,batchId_!_ 7,,,,,,,,,,
@-header,batchName_!_ 2015/2016,,,,,,,,,,
@-header,flags_!_ 16,,,,,,,,,,
@-header,compilationTime_!_ 2018:06:04:15:55:48,,,,,,,,,,
@-header,columnCount_!_ 12,,,,,,,,,,
,,,,,,,,,,,
,,,,,,592,590,591,589,1028,1027
Ref,GPA,Reg Number,Flags,Details,res,Pediatric Nursing,Nutrition,Nursing Education,Medical and Surgical Nursing,Epi-Bio,Nursing Practical 
3905,1:1.4,TUMA/KCMUCo/BSC.N/2015/2016/0587,11,,1:60:84,57,59,53,45,61,54
3745,1:3,TUMA/KCMUCo/BSC.N/2015/2016/0588,9,,1:60:182,72,70,65,62,60,85
4036,1:3.1,TUMA/KCMUCo/BSC.N/2015/2016/0589,11,,1:60:188,75,74,70,66,49,59
4039,1:2.9,TUMA/KCMUCo/BSC.N/2015/2016/0590,11,,1:60:176,75,67,66,60,59,50
3763,1:1.8,TUMA/KCMUCo/BSC.N/2015/2016/0591,11,,1:60:110,64,67,58,49,44,38
3899,1:3.1,TUMA/KCMUCo/BSC.N/2015/2016/0592,11,,1:60:188,81,80,61,57,68,57
3795,1:3.3,TUMA/KCMUCo/BSC.N/2015/2016/0594,9,,1:60:200,74,80,81,68,64,60
4057,1:2.2,TUMA/KCMUCo/BSC.N/2015/2016/0596,11,,1:60:136,63,69,64,56,51,60
3762,1:2.9,TUMA/KCMUCo/BSC.N/2015/2016/0597,9,,1:60:174,78,82,73,58,66,65
3670,1:1.8,TUMA/KCMUCo/BSC.N/2015/2016/0598,11,,1:60:110,59,68,59,55,46,60
3787,1:2.4,TUMA/KCMUCo/BSC.N/2015/2016/0599,9,,1:60:148,67,80,68,58,65,56
3892,1:3.3,TUMA/KCMUCo/BSC.N/2015/2016/0608,9,,1:60:202,73,76,67,71,63,80
3922,1:2.6,TUMA/KCMUCo/BSC.N/2015/2016/0609,11,,1:60:156,64,71,57,69,46,54
3534,1:3.5,TUMA/KCMUCo/BSC.N/2015/2016/0610,9,,1:60:214,80,79,82,66,78,85
3912,1:2.3,TUMA/KCMUCo/BSC.N/2015/2016/0611,11,,1:60:142,61,73,66,54,57,63
3747,1:2.7,TUMA/KCMUCo/BSC.N/2015/2016/0613,9,,1:60:162,68,74,60,62,56,63
3791,1:2.3,TUMA/KCMUCo/BSC.N/2015/2016/0614,9,,1:60:142,66,76,64,58,68,54
3776,1:1.9,TUMA/KCMUCo/BSC.N/2015/2016/0621,11,,1:60:116,59,66,65,59,43,45
3979,1:2,TUMA/KCMUCo/BSC.N/2015/2016/0622,11,,1:60:122,58,70,69,56,44,55
3502,1:3.2,TUMA/KCMUCo/BSC.N/2015/2016/0624,11,,1:60:194,76,79,82,67,69,40
3493,1:2.4,TUMA/KCMUCo/BSC.N/2015/2016/0625,11,,1:60:148,69,74,71,50,62,45
3966,1:2.3,TUMA/KCMUCo/BSC.N/2015/2016/0626,11,,1:60:142,55,67,76,61,53,80
3804,1:1,TUMA/KCMUCo/BSC.N/2015/2016/0627,11,,1:60:64,49,51,55,43,39,37
