@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,,
@-header,courseId_!_ 31,,,,,,,,,,,,
@-header,courseName_!_ MMed in Urology,,,,,,,,,,,,
@-header,year_!_ 1,,,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,,,
@-header,batchId_!_ 5,,,,,,,,,,,,
@-header,batchName_!_ 2013/2014,,,,,,,,,,,,
@-header,flags_!_ 16,,,,,,,,,,,,
@-header,compilationTime_!_ 2018:11:24:17:32:23,,,,,,,,,,,,
@-header,columnCount_!_ 14,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1287,1288,1289,1290,1291,1292,1293,1294
Ref,GPA,Reg Number,Flags,Details,res,EPIDEMIOLOGY,BIOSTATISTICS,RESEARCH METHODOLOGY,ANATOMY,PHYSIOLOGY,CLINICAL PHARMACOLOGY,PATHOLOGY,IMMUNOLOGY & GENETICS
196,1:3,TUMA/KCMUCo/MMED.URO/2016/2017/0108,9,,1:60:183,62,67,85,58,58,76,60,57
167,1:3.2,TUMA/KCMUCo/MMED.URO/2017/2018/0118,9,,1:60:194,61,60,78,65,55,76,60,75
120,1:2.6,TUMA/KCMUCo/MMED.URO/2017/2018/0119,9,,1:60:159,60,50,75,58,52,53,60,73
