@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,
@-header,courseId_!_ 7,,,,,,,,,,
@-header,courseName_!_ Diploma in Health Laboratory Sciences,,,,,,,,,,
@-header,year_!_ 1,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,
@-header,batchId_!_ 6,,,,,,,,,,
@-header,batchName_!_ 2014/2015,,,,,,,,,,
@-header,flags_!_ 48,,,,,,,,,,
@-header,compilationTime_!_ 2018:04:03:11:49:14,,,,,,,,,,
@-header,columnCount_!_ 12,,,,,,,,,,
,,,,,,,,,,,
,,,,,,293,298,297,296,295,292
Ref,GPA,Reg Number,Flags,Details,res,Basic Chemistry and Biochemistry,Medical Biostatistics,Instrumentation,Computer skills and information technology,Communication Skills,Anatomy
637,1:4.1,TUMA/KCMUCo/DHLSc/2015/2016/0416,9,,1:60:250,70,88,80,73,64,78
620,1:3.5,TUMA/KCMUCo/DHLSc/2015/2016/0417,9,,1:60:212,64,75,66,68,76,74
869,1:4.2,TUMA/KCMUCo/DHLSc/2015/2016/0419,9,,1:60:252,76,68,80,74,73,82
724,1:2.3,TUMA/KCMUCo/DHLSc/2015/2016/0420,9,,1:60:142,62,51,56,52,57,69
920,1:2.5,TUMA/KCMUCo/DHLSc/2015/2016/0421,9,,1:60:152,63,50,58,56,61,64
686,1:3.9,TUMA/KCMUCo/DHLSc/2015/2016/0426,9,,1:60:234,68,84,72,61,68,82
874,1:4.3,TUMA/KCMUCo/DHLSc/2015/2016/0438,9,,1:60:260,75,85,83,70,77,79
434,1:4.2,TUMA/KCMUCo/DHLSc/2015/2016/0439,9,,1:60:252,67,79,78,77,81,83
729,1:3.2,TUMA/KCMUCo/DHLSc/2015/2016/0440,9,,1:60:192,66,54,67,67,75,72
739,1:2.9,TUMA/KCMUCo/DHLSc/2015/2016/0453,9,,1:60:174,66,67,66,52,52,74
897,1:2.6,TUMA/KCMUCo/DHLSc/2015/2016/0468,9,,1:60:160,66,50,67,60,55,62
685,1:2.6,TUMA/KCMUCo/DHLSc/2015/2016/0469,9,,1:60:160,63,57,52,63,67,65
723,1:2.7,TUMA/KCMUCo/DHLSc/2015/2016/0470,9,,1:60:162,56,66,55,51,70,64
826,1:2.3,TUMA/KCMUCo/DHLSc/2015/2016/0471,9,,1:60:142,65,57,53,54,57,60
926,1:2.1,TUMA/KCMUCo/DHLSc/2015/2016/0472,9,,1:60:130,57,54,66,51,52,53
