@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,,,,
@-header,compilationTime_!_ 2017:12:15:12:57:11,,,,,,,,,,,,,,
@-header,columnCount_!_ 16,,,,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,,,,
@-header,courseId_!_ 4,,,,,,,,,,,,,,
@-header,courseName_!_ Bachelor of Science in Physiotherapy (Direct),,,,,,,,,,,,,,
@-header,year_!_ 4,,,,,,,,,,,,,,
@-header,semester_!_ 1,,,,,,,,,,,,,,
@-header,batchId_!_ 5,,,,,,,,,,,,,,
@-header,batchName_!_ 2013/2014,,,,,,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,548,549,551,552,610,654,658,660,662,664
Ref,GPA,Reg Number,Flags,Details,res,	Elderly Care,	Orthopaedic technology and Rehabilitation,Administration and Management ,	Field Placement,Biostatistics & Epide miology,Research Methodology Level 3,Physiotherapy in Paediatrics threory,Physiotherapy in Internal Medicine theory,Physiotherapy in General Surgery  theory,Physiotherapy in Orthopaedics  theory
351,,TUMA/KCMUCo/BScPhysio/2015/2016/0212,65,,,80,82,81,74,66,55,68,74,64,82
308,,TUMA/KCMUCo/BScPhysio/2015/2016/0213,65,,,65,80,65,77,50,52,62,69,67,73
202,,TUMA/KCMUCo/BScPhysio/2015/2016/0214,67,,,64,86,71,74,57,47,63,78,68,78
335,,TUMA/KCMUCo/BScPhysio/2015/2016/0215,65,,,69,81,77,67,53,59,61,69,75,78
353,,TUMA/KCMUCo/BScPhysio/2015/2016/0216,65,,,84,81,74,60,66,52,65,70,67,81
214,,TUMA/KCMUCo/BScPhysio/2015/2016/0217,65,,,64,86,74,72,56,63,60,74,69,80
350,,TUMA/KCMUCo/BScPhysio/2015/2016/0218,65,,,80,86,80,73,71,58,70,74,76,84
206,,TUMA/KCMUCo/BScPhysio/2015/2016/0219,67,,,85,76,72,71,39,53,64,65,67,74
277,,TUMA/KCMUCo/BScPhysio/2015/2016/0220,65,,,71,78,80,70,61,53,69,68,57,72
236,,TUMA/KCMUCo/BScPhysio/2015/2016/0223,65,,,84,84,75,61,68,63,62,78,70,72
199,,TUMA/KCMUCo/BScPhysio/2015/2016/0226,65,,,78,85,78,69,66,51,66,73,67,72
38,,TUMA/KCMUCo/BScPhysio/2015/2016/0227,65,,,81,70,81,79,62,65,55,71,58,67
21,,TUMA/KCMUCo/BScPhysio/2015/2016/0228,67,,,76,79,67,53,54,39,59,68,65,59
322,,TUMA/KCMUCo/BScPhysio/2015/2016/0229,65,,,81,87,78,75,68,57,62,70,68,87
247,,TUMA/KCMUCo/BScPhysio/2015/2016/0244,65,,,80,82,83,75,58,63,55,74,66,69
314,,TUMA/KCMUCo/BScPhysio/2015/2016/0246,67,,,68,79,79,62,57,39,56,70,70,68
311,,TUMA/KCMUCo/BScPhysio/2015/2016/0249,67,,,70,74,75,70,63,48,58,72,71,67
285,,TUMA/KCMUCo/BScPhysio/2016/2017/0315,65,,,61,73,61,61,54,53,56,67,62,59
