@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,
@-header,compilationTime_!_ 2019:02:06:13:44:36,,,,,,,,
@-header,columnCount_!_ 10,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,
@-header,fileType_!_ results,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,
@-header,courseId_!_ 38,,,,,,,,
@-header,courseName_!_ Master of Science in Midwifery,,,,,,,,
@-header,year_!_ 2,,,,,,,,
@-header,semester_!_ 1,,,,,,,,
@-header,batchId_!_ 7,,,,,,,,
@-header,batchName_!_ 2015/2016,,,,,,,,
@-header,flags_!_ 0,,,,,,,,
,,,,,,,,,
,,,,,,11,12,1307,1308
Ref,GPA,Reg Number,Flags,Details,res,INTEGRATED ADVANCED MIDWIFERY PRACTICUM,ADVANCED MIDWIFERY SCIENCE,REPRODUCTIVE HEALTH HIV AND AIDS,CULTURAL LEGAL AND POLITICAL PERSPECTIVES OF MAT
4372,,TUMA/KCMUCo/MScMidw/2016/2017/0014,69,,,72,76,84,67
4257,,TUMA/KCMUCo/MScMidw/2017/2018/0015,69,,,74,77,84,65
4254,,TUMA/KCMUCo/MScMidw/2017/2018/0016,69,,,75,61,84,61
4297,,TUMA/KCMUCo/MScMidw/2017/2018/0017,69,,,70,60,71,72
