@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,
@-header,compilationTime_!_ 2018:11:24:16:51:54,,,,,
@-header,columnCount_!_ 7,,,,,
@-header,maximumScore_!_ 100,,,,,
@-header,fileType_!_ results,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,
@-header,courseId_!_ 29,,,,,
@-header,courseName_!_ MMed in Paediatrics and Child Health,,,,,
@-header,year_!_ 3,,,,,
@-header,semester_!_ 1,,,,,
@-header,batchId_!_ 5,,,,,
@-header,batchName_!_ 2013/2014,,,,,
@-header,flags_!_ 0,,,,,
,,,,,,
,,,,,,1264
Ref,GPA,Reg Number,Flags,Details,res,ESAT 4
105,,TUMA/KCMUCo/MMED.PAE/2016/2017/0108,65,,,73
112,,TUMA/KCMUCo/MMED.PAE/2016/2017/0109,65,,,66
371,,TUMA/KCMUCo/MMED.PAE/2016/2017/0110,65,,,77
173,,TUMA/KCMUCo/MMED.PAE/2016/2017/0111,65,,,74
67,,TUMA/KCMUCo/MMED.PAE/2016/2017/0112,65,,,82
366,,TUMA/KCMUCo/MMED.PAE/2016/2017/0113,65,,,78
