@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,
@-header,courseId_!_ 13,,,,,,,,,,,
@-header,courseName_!_ Master of Science(MSc) in Epidemiology and Applied Biostatistics,,,,,,,,,,,
@-header,year_!_ 1,,,,,,,,,,,
@-header,semester_!_ 2,,,,,,,,,,,
@-header,batchId_!_ 7,,,,,,,,,,,
@-header,batchName_!_ 2015/2016,,,,,,,,,,,
@-header,flags_!_ 16,,,,,,,,,,,
@-header,compilationTime_!_ 2018:06:27:10:47:07,,,,,,,,,,,
@-header,columnCount_!_ 13,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,147,148,149,150,152,153,154
Ref,GPA,Reg Number,Flags,Details,res,Bio-ethics and GCP,Monitoring and Evaluation of Health Projects,Linear regression,Logistic regression,Survey Methods,Likelihood Theory,Introduction to survival analysis (Poisson regression)
3443,2:4.1,TUMA/KCMUCo/MSc.EAB/2016/2017/057,9,,2:45:187,83,85,86,66,81,65,89
2891,2:3.2,TUMA/KCMUCo/MSc.EAB/2016/2017/058,9,,2:45:148,74,67,78,67,84,60,74
3462,2:3.4,TUMA/KCMUCo/MSc.EAB/2016/2017/059,9,,2:45:154,70,83,70,60,77,64,80
3531,2:3,TUMA/KCMUCo/MSc.EAB/2016/2017/060,9,,2:45:135,71,68,61,61,72,60,71
3524,2:4.6,TUMA/KCMUCo/MSc.EAB/2016/2017/061,9,,2:45:207,88,80,89,85,81,78,92
3311,2:3.2,TUMA/KCMUCo/MSc.EAB/2016/2017/062,9,,2:45:148,73,71,75,60,75,67,73
3519,2:3.7,TUMA/KCMUCo/MSc.EAB/2016/2017/063,9,,2:45:167,73,85,73,60,81,73,89
3530,2:3.5,TUMA/KCMUCo/MSc.EAB/2016/2017/064,9,,2:45:161,62,68,74,62,85,74,86
3333,2:4.2,TUMA/KCMUCo/MSc.EAB/2016/2017/065,9,,2:45:193,77,90,88,74,81,76,88
868,2:3.1,TUMA/KCMUCo/MSc.EAB/2016/2017/079,9,,2:45:142,64,74,60,71,72,63,80
