@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,,,,,,,
@-header,compilationTime_!_ 2018:06:27:10:46:29,,,,,,,,,,,
@-header,columnCount_!_ 13,,,,,,,,,,,
@-header,maximumScore_!_ 100,,,,,,,,,,,
@-header,fileType_!_ results,,,,,,,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,,,,,,,
@-header,courseId_!_ 13,,,,,,,,,,,
@-header,courseName_!_ Master of Science(MSc) in Epidemiology and Applied Biostatistics,,,,,,,,,,,
@-header,year_!_ 1,,,,,,,,,,,
@-header,semester_!_ 2,,,,,,,,,,,
@-header,batchId_!_ 7,,,,,,,,,,,
@-header,batchName_!_ 2015/2016,,,,,,,,,,,
@-header,flags_!_ 0,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,147,148,149,150,152,153,154
Ref,GPA,Reg Number,Flags,Details,res,Bio-ethics and GCP,Monitoring and Evaluation of Health Projects,Linear regression,Logistic regression,Survey Methods,Likelihood Theory,Introduction to survival analysis (Poisson regression)
3443,,TUMA/KCMUCo/MSc.EAB/2016/2017/057,65,,,83,85,86,66,81,65,89
2891,,TUMA/KCMUCo/MSc.EAB/2016/2017/058,65,,,74,67,78,67,84,60,74
3462,,TUMA/KCMUCo/MSc.EAB/2016/2017/059,65,,,70,83,70,60,77,64,80
3531,,TUMA/KCMUCo/MSc.EAB/2016/2017/060,65,,,71,68,61,61,72,60,71
3524,,TUMA/KCMUCo/MSc.EAB/2016/2017/061,65,,,88,80,89,85,81,78,92
3311,,TUMA/KCMUCo/MSc.EAB/2016/2017/062,65,,,73,71,75,60,75,67,73
3519,,TUMA/KCMUCo/MSc.EAB/2016/2017/063,65,,,73,85,73,60,81,73,89
3530,,TUMA/KCMUCo/MSc.EAB/2016/2017/064,65,,,62,68,74,62,85,74,86
3333,,TUMA/KCMUCo/MSc.EAB/2016/2017/065,65,,,77,90,88,74,81,76,88
868,,TUMA/KCMUCo/MSc.EAB/2016/2017/079,69,,,64,74,60,71,72,63,80
