@-header,instruction_!_ Please DO NOT CHANGE THE STRUCTURE OF THIS FILE,,,,,
@-header,maximumScore_!_ 100,,,,,
@-header,fileType_!_ results,,,,,
@-header,fileTypeCode_!_ a68816c37b60d1e016b21809447de93c,,,,,
@-header,courseId_!_ 31,,,,,
@-header,courseName_!_ MMed in Urology,,,,,
@-header,year_!_ 2,,,,,
@-header,semester_!_ 2,,,,,
@-header,batchId_!_ 5,,,,,
@-header,batchName_!_ 2013/2014,,,,,
@-header,flags_!_ 16,,,,,
@-header,compilationTime_!_ 2018:11:24:17:36:29,,,,,
@-header,columnCount_!_ 7,,,,,
,,,,,,
,,,,,,1299
Ref,GPA,Reg Number,Flags,Details,res,ESAT 3
196,2:2,TUMA/KCMUCo/MMED.URO/2016/2017/0108,9,,2:60:120,55
167,2:3,TUMA/KCMUCo/MMED.URO/2017/2018/0118,9,,2:60:180,69
120,2:3,TUMA/KCMUCo/MMED.URO/2017/2018/0119,9,,2:60:180,66
